["Q1", "JJ", "payable", 0.0006180701228648487]
["Q1", "NNP", "Feb.", 0.0002646864201161679]
["Q1", "CD", "15", 0.012438148173252898]
["Q1", "DT", "A", 0.010520502182229646]
["Q1", "NN", "record", 0.0012019449654896105]
["Q1", "NN", "date", 0.0004643878275755313]
["Q1", "VBZ", "has", 0.1733687825412651]
["Q1", "RB", "n't", 0.1978376200389497]
["Q1", "VBN", "been", 0.0858120252797588]
["Q1", "VP+VBN", "set", 0.0032981530343007917]
["Q1", "NP+NNP", "Bell", 8.71383757406762e-05]
["Q1", "VBN", "based", 0.016640575172493767]
["Q1", "NNP", "Los", 0.002058672156459084]
["Q1", "NNP", "Angeles", 0.0017204617307550916]
["Q1", "VBZ", "makes", 0.009250027694693696]
["Q1", "VBZ", "distributes", 0.00044311509914700343]
["Q1", "JJ", "electronic", 0.001179952052741984]
["Q1", "NN", "computer", 0.0026588479539618654]
["Q1", "NN", "building", 0.001211050609167562]
["Q1", "NNS", "products", 0.008614102118791246]
["Q1", "NP+NNS", "Investors", 0.004356595401371521]
["Q1", "VBP", "are", 0.30395831428832615]
["Q1", "VBG", "appealing", 0.00030000750018750467]
["Q1", "NNPS", "Securities", 0.05240590757503573]
["Q1", "NNP", "Exchange", 0.006425998088375855]
["Q1", "NNP", "Commission", 0.0021027865598117787]
["Q1", "RB", "not", 0.07662346383721712]
["Q1", "VB", "limit", 0.0011142538784606154]
["Q1", "PRP$", "their", 0.19914669343706864]
["Q1", "NN", "access", 0.0003004862413724026]
["Q1", "NP+NN", "information", 0.002779140101356874]
["Q1", "NN", "stock", 0.00948808071242556]
["Q1", "NNS", "purchases", 0.0013199027440083362]
["Q1", "JJ", "corporate", 0.004045549895115373]
["Q1", "NNS", "insiders", 0.0002315618849137432]
["Q1", "NNP", "SEC", 0.0012204984927578855]
["Q1", "NN", "proposal", 0.0018484456666241736]
["Q1", "VB", "ease", 0.0018428044913002485]
["Q1", "NN", "reporting", 9.105643677951595e-05]
["Q1", "NNS", "requirements", 0.0012504341785342134]
["Q1", "DT", "some", 0.012891319575408157]
["Q1", "NN", "company", 0.02153484729835552]
["Q1", "NNS", "executives", 0.004191270116938752]
["Q1", "MD", "would", 0.22921693353805658]
["Q1", "VB", "undermine", 0.00025713551041398817]
["Q1", "IN", "on", 0.05064071513496851]
["Q1", "NN", "insider", 0.0001821128735590319]
["Q1", "NNS", "trades", 0.00101887229362047]
["Q1", "IN", "as", 0.03676956272843366]
["Q1", "JJ", "_RARE_", 0.14120092897812406]
["Q1", "NN", "tool", 0.0001730072298810803]
["Q1", "JJ", "individual", 0.0018354809709319748]
["Q1", "NNS", "investors", 0.007849947898575894]
["Q1", "JJ", "professional", 0.000655528918189991]
["Q1", "NN", "money", 0.002850066471198849]
["Q1", "NNS", "managers", 0.002871367372930416]
["Q1", "VP+VBP", "contend", 0.00796812749003984]
["Q1", "NP+PRP", "They", 0.02653128070750082]
["Q1", "VBP", "make", 0.007404698784166743]
["Q1", "NN", "argument", 0.00026406366666059623]
["Q1", "NP+NNS", "letters", 0.0013715207745058492]
["Q1", "NN", "agency", 0.0023674673562674147]
["Q1", "NN", "rule", 0.0005281273333211925]
["Q1", "NNS", "changes", 0.003496584462197522]
["Q1", "VBD", "proposed", 0.0009445011145113151]
["Q1", "DT", "this", 0.02069076997683065]
["Q1", "JJ", "past", 0.005169313754869643]
["Q1", "NN", "summer", 0.0008377192183715467]
["Q1", "WHNP+IN", "that", 0.9971014492753624]
["Q1", "IN", "among", 0.003214584525958871]
["Q1", "JJ", "other", 0.024685346119268804]
["Q1", "NNS", "things", 0.0021998379066805606]
["Q1", "VB", "exempt", 0.00012856775520699409]
["Q1", "JJ", "many", 0.010338627509739287]
["Q1", "VBG", "reporting", 0.002175054376359409]
["Q1", "NP+NNS", "trades", 0.0009681323114158935]
["Q1", "JJ", "own", 0.0065178303865747675]
["Q1", "NNS", "companies", 0.015120991084867431]
["Q1", "POS", "'", 0.0718562874251497]
["Q1", "NNS", "shares", 0.022229940951719346]
["Q1", "VBN", "proposed", 0.007363599466573897]
["Q1", "ADVP+RB", "also", 0.10257372251819614]
["Q1", "VB", "allow", 0.0040713122482214795]
["Q1", "NP+NNS", "executives", 0.0014521984671238403]
["Q1", "VB", "report", 0.0033856175537841774]
["Q1", "NP+NNS", "exercises", 8.067769261799113e-05]
["Q1", "NP+NNS", "options", 0.0021782977006857603]
["Q1", "ADVP+RBR", "later", 0.05]
["Q1", "RBR", "less", 0.0808448652585579]
["Q1", "RB", "often", 0.0025518769726680544]
["Q1", "NP+JJ", "Many", 0.058823529411764705]
["Q1", "NNS", "letters", 0.0003473428273706148]
["Q1", "VBP", "maintain", 0.0018283206874485786]
["Q1", "IN", "that", 0.04625919239068211]
["Q1", "NN", "investor", 0.0013840578390486424]
["Q1", "NN", "confidence", 0.00027316931033854786]
["Q1", "ADVP+RB", "so", 0.005777744428603587]
["Q1", "VBN", "shaken", 0.0004058676871339943]
["Q1", "CD", "1987", 0.0048803633159357415]
["Q1", "NN", "market", 0.015224636229535066]
["Q1", "NN", "crash", 0.0008286135746935951]
["Q1", ":", "--", 0.5210160266102207]
["Q1", "ADVP+RB", "already", 0.020034516395287763]
["Q1", "IN", "against", 0.005163151173543529]
["Q1", "JJ", "little", 0.003502397362900809]
["Q1", "NN", "guy", 0.00013658465516927393]
["Q1", "DT", "any", 0.00851338973005011]
["Q1", "NN", "decrease", 6.373950574566116e-05]
["Q1", "NN", "insider-trading", 4.5528218389757974e-05]
["Q1", "NNS", "patterns", 0.0002315618849137432]
["Q1", "MD", "might", 0.034547049791620967]
["Q1", "VB", "prompt", 0.0003428473472186509]
["Q1", "NP+NNS", "individuals", 0.0030657523194836628]
["Q1", "VB", "get", 0.013799605725550699]
["Q1", "RB", "out", 0.0023504130011416293]
["Q1", "NP+NNS", "stocks", 0.014764017749092376]
["Q1", "ADVP+RB", "altogether", 0.0008253920612290839]
["Q1", "ADVP+RB", "Apparently", 0.00045021385157950026]
["Q1", "NN", "commission", 0.000537232976999144]
["Q1", "VBD", "did", 0.01870112206732404]
["Q1", "ADVP+RB", "really", 0.006002851354393337]
["Q1", "VB", "believe", 0.002014228164909574]
["Q1", "NN", "ideal", 3.6422574711806375e-05]
["Q1", "ADVP+RB", "Currently", 0.0013506415547385009]
["Q1", "NNS", "rules", 0.0022924626606460577]
["Q1", "VBP", "force", 0.00045708017186214464]
["Q1", "NP+NNS", "directors", 0.002581686163775716]
["Q1", "IN", "within", 0.001574265709630543]
["Q1", "NN", "month", 0.004197701735535685]
["Q1", "IN", "after", 0.00961072702452772]
["Q1", "NN", "transaction", 0.0016025932873194805]
["Q1", "CC", "But", 0.07517451226060498]
["Q1", "CD", "25", 0.007557784857317156]
["Q1", "NN", "%", 0.03736956165431334]
["Q1", "VBG", "according", 0.023250581264531615]
["Q1", "NNS", "figures", 0.0028018988074562925]
["Q1", "VBP", "file", 0.0002742481031172868]
["Q1", "NNS", "reports", 0.0019682760217668172]
["Q1", "ADVP+RB", "late", 0.0014256771966684174]
["Q1", "NNS", "officials", 0.009887692485816835]
["Q1", "VBD", "had", 0.06158147266613775]
["Q1", "IN", "until", 0.0028292747368884584]
["Q1", "NP+NN", "today", 0.01602092529017492]
["Q1", "VB", "comment", 0.00282849061455387]
["Q1", "NNS", "proposals", 0.00101887229362047]
["Q1", "NN", "issue", 0.003414616379231848]
["Q1", "VBN", "produced", 0.002783092711775961]
["Q1", "JJR", "more", 0.331636648394675]
["Q1", "NN", "mail", 0.0004370708965416765]
["Q1", "IN", "than", 0.016656391738958123]
["Q1", "RB", "almost", 0.010946209119602444]
["Q1", "NP+NN", "memory", 0.0002452182442373713]
["Q1", "NNP", "Mr.", 0.056995809131681494]
["Q1", "NNP", "Lane", 0.00013234321005808395]
["Q1", "VP+VBD", "said", 0.6262415054887611]
["Q1", "ADVP+RB", "probably", 0.009229383957379756]
["Q1", "VB", "vote", 0.0013713893888746035]
["Q1", "RB", "early", 0.005305217916862535]
["Q1", "JJ", "next", 0.008596793527120167]
["Q1", "RB", "Not", 0.0031562688872473306]
["Q1", "PDT", "all", 0.4556213017751479]
["Q1", "DT", "those", 0.00351581442965677]
["Q1", "WHNP+WP", "who", 0.6878251821019771]
["Q1", "S+VP+VBD", "wrote", 0.0625]
["Q1", "VBP", "oppose", 0.001188408446841576]
["Q1", "NNP", "Committee", 0.0016469377251672672]
["Q1", "NNP", "Federal", 0.0033673994559223585]
["Q1", "NP+NNPS", "Securities", 0.004201680672268907]
["Q1", "NNP", "American", 0.004690831556503198]
["Q1", "NNP", "Bar", 5.881920447025954e-05]
["Q1", "NNP", "Association", 0.0018969193441658702]
["Q1", "VBZ", "argues", 0.0009416195856873823]
["Q1", "NP+NN", "example", 0.014304397580513323]
["Q1", "JJ", "lengthy", 0.00018729397662571172]
["Q1", "NN", "letter", 0.0008104022873376919]
["Q1", "ADVP+RB", "substantially", 0.001800855406318001]
["Q1", "VB", "improve", 0.0030427702065655266]
["Q1", "-LRB-", "-LCB-", 0.14016933207902163]
["Q1", "NN", "law", 0.0024129955746571724]
["Q1", "-RRB-", "-RCB-", 0.13925233644859814]
["Q1", "VBG", "_RARE_", 0.14910372759318982]
["Q1", "RBR", "more", 0.48943918426802624]
["Q1", "RB", "closely", 0.003559196830300181]
["Q1", "JJ", "contemporary", 0.0001311057836379982]
["Q1", "NN", "business", 0.006392161861922019]
["Q1", "NNS", "realities", 0.00013893713094824593]
["Q1", "WHNP+WP", "What", 0.044745057232049947]
["Q1", "VBP", "object", 0.00018283206874485786]
["Q1", "PP+TO", "to", 1.0]
["Q1", "ADVP+RBS", "most", 0.6428571428571429]
["Q1", "VBZ", "is", 0.34978398138916583]
["Q1", "NN", "effect", 0.000719345850558176]
["Q1", "NP+PRP", "they", 0.11798231247952834]
["Q1", "VBP", "say", 0.0331840204771917]
["Q1", "VB", "have", 0.0427702065655267]
["Q1", "NN", "ability", 0.0007284514942361276]
["Q1", "VB", "spot", 0.00025713551041398817]
["Q1", "NN", "trading", 0.007147930287192001]
["Q1", "NN", "activity", 0.0008104022873376919]
["Q1", "NN", "buying", 0.0007375571379140791]
["Q1", "CC", "or", 0.10627349203508143]
["Q1", "NN", "selling", 0.0007375571379140791]
["Q1", "CD", "one", 0.021859960685962177]
["Q1", "NN", "director", 0.0016845440804210449]
["Q1", "JJ", "short", 0.0017792927779442613]
["Q1", "NN", "period", 0.0025040520114366885]
["Q1", "NP+NN", "time", 0.008500899133562204]
["Q1", "VBG", "According", 0.007425185629640741]
["Q1", "NNS", "estimates", 0.0017367141368530739]
["Q1", "VB", "cut", 0.004114168166623811]
["Q1", "NNS", "filings", 0.0004399675813361121]
["Q1", "NP+JJR", "more", 0.7943262411347518]
["Q1", "NN", "third", 7.284514942361275e-05]
["Q1", "ADVP+RB", "vehemently", 0.00037517820964958355]
["Q1", "VBD", "disputed", 0.00015112017832181042]
["Q1", "VB", "eliminate", 0.001199965715265278]
["Q1", "NNS", "divisions", 0.0006946856547412296]
["Q1", "JJ", "such", 0.014440365597842373]
["Q1", "NP+NNS", "sales", 0.020492133924969746]
["Q1", "NP+NN", "marketing", 0.0012260912211868563]
["Q1", "NP+NN", "finance", 0.0011443518064410659]
["Q1", "NN", "research", 0.0012292618965234652]
["Q1", "NN", "development", 0.001101782885032143]
["Q1", "JJR", "tougher", 0.005090054815974941]
["Q1", "ADVP+RB", "still", 0.0336910032265326]
["Q1", "JJ", "required", 0.00014983518130056938]
["Q1", "VB", "file", 0.0012856775520699408]
["Q1", "NP+NNS", "reports", 0.0023396530859217425]
["Q1", "NP+NNS", "Companies", 0.0016135538523598225]
["Q1", "VBN", "compelled", 0.00028990549080999597]
["Q1", "VB", "publish", 0.0007285506128396331]
["Q1", "JJ", "annual", 0.00479472580161822]
["Q1", "NN", "proxy", 7.284514942361275e-05]
["Q1", "NNS", "statements", 0.0006252170892671067]
["Q1", "NNS", "names", 0.0007409980317239782]
["Q1", "NP+NNS", "insiders", 0.00024203307785397338]
["Q1", "VBP", "fail", 0.0003656641374897157]
["Q1", "NN", "whole", 0.00020942980459288666]
["Q1", "VBN", "required", 0.003942714675015945]
["Q1", "IN", "under", 0.005691576027125809]
["Q1", "RBS", "least", 0.018867924528301886]
["Q1", "JJ", "effective", 0.0012548696433922685]
["Q1", "IN", "if", 0.008091505570478665]
["Q1", "RB", "so", 0.02478006849775032]
["Q1", "NP+NNS", "investors", 0.020976200080677694]
["Q1", "VBG", "following", 0.00937523438085952]
["Q1", "NP+NNS", "transactions", 0.0008067769261799112]
["Q1", "NNP", "Robert", 0.002176310565399603]
["Q1", "NNP", "North", 0.0014410705095213587]
["Q1", "NNP", "Miami", 0.00013234321005808395]
["Q1", "NNP", "Fla.", 8.822880670538931e-05]
["Q1", "WHNP+WDT", "that", 0.4630906768837803]
["Q1", "VBZ", "packages", 0.00011077877478675086]
["Q1", "VBZ", "sells", 0.0022709648831283928]
["Q1", "NNS", "data", 0.0022924626606460577]
["Q1", "RB", "_RARE_", 0.026593244241488147]
["Q1", "JJ", "key", 0.0014608930176805515]
["Q1", "MD", "may", 0.08422899758719017]
["Q1", "VB", "fail", 0.0003857032656209823]
["Q1", "JJ", "Many", 0.001854210368594546]
["Q1", "VBD", "wrote", 0.0017001020061203672]
["Q1", "VBG", "asking", 0.0026250656266406662]
["Q1", "VB", "require", 0.0023142195937258937]
["Q1", "ADVP+RB", "immediately", 0.004277031590005253]
["Q1", "RB", "later", 0.005842455174266336]
["Q1", "IN", "while", 0.005064071513496852]
["Q1", "VBZ", "_RARE_", 0.0480225988700565]
["Q1", "S+VP+VBZ", "files", 0.09090909090909091]
["Q1", "VBZ", "tells", 0.0012185665226542594]
["Q1", "NP+PRP", "them", 0.04022273173927285]
["Q1", "WHADVP+WRB", "when", 0.5241419429901105]
["Q1", "VB", "do", 0.010028284906145539]
["Q1", "VBP", "want", 0.013072492915257337]
["Q1", "VB", "change", 0.002742778777749207]
["Q1", "NN", "timing", 0.0001639015862031287]
["Q1", "MD", "should", 0.04222417196753674]
["Q1", "VB", "write", 0.001414245307276935]
["Q1", "NNS", "representatives", 0.000578904712284358]
["Q1", "NP+NNP", "Congress", 0.021871732310909723]
["Q1", "VP+VBD", "added", 0.03868269733403032]
["Q1", "ADVP+RB", "likely", 0.0018758910482479178]
["Q1", "NP+NN", "legislation", 0.002533921857119503]
["Q1", "VBD", "required", 0.0004911405795458839]
["Q1", "JJ", "timely", 0.0001311057836379982]
["Q1", "NN", "basis", 0.0010471490229644333]
["Q1", "NN", "nation", 0.0017027553677769482]
["Q1", "JJS", "largest", 0.13904407200496585]
["Q1", "NN", "pension", 0.0006191837701007084]
["Q1", "NN", "fund", 0.0018120230919123673]
["Q1", "WHNP+WDT", "which", 0.530779054916986]
["Q1", "VBZ", "oversees", 0.0006646726487205051]
["Q1", "$", "$", 0.9735907993752663]
["Q1", "CD", "80", 0.002914661424794957]
["Q1", "CD", "billion", 0.058564359791228905]
["Q1", "NN", "college", 0.0003278031724062574]
["Q1", "NNS", "employees", 0.003403959708232025]
["Q1", "VBZ", "plans", 0.009194638307300322]
["Q1", "VB", "offer", 0.0036427530641981658]
["Q1", "CD", "two", 0.03158679590591744]
["Q1", "NN", "investment", 0.0038516872757735246]
["Q1", "NNS", "options", 0.00289452356142179]
["Q1", "CD", "1.2", 0.0016945705958110215]
["Q1", "CD", "million", 0.13939537721141462]
["Q1", "NNS", "participants", 0.0005557485237929837]
["Q1", "NNP", "Insurance", 0.0009852216748768472]
["Q1", "NNP", "Retirement", 0.00011763840894051908]
["Q1", "NNP", "Fund", 0.000896992868171458]
["Q1", "VB", "introduce", 0.0012428216336676096]
["Q1", "NN", "bond", 0.00211250933328477]
["Q1", "VB", "invest", 0.0013285334704722723]
["Q1", "JJ", "responsible", 0.0008428228948157028]
["Q1", "DT", "Both", 0.0010641737162562638]
["Q1", "NNS", "funds", 0.007363667940257034]
["Q1", "VBN", "expected", 0.02069925204383371]
["Q1", "VB", "begin", 0.004542727350647124]
["Q1", "NP+NN", "operation", 0.000980872976949485]
["Q1", "IN", "around", 0.001684354220793518]
["Q1", "NNP", "March", 0.001382251305051099]
["Q1", "CD", "1", 0.017284620077272418]
["Q1", "JJ", "subject", 0.0012548696433922685]
["Q1", "NN", "approval", 0.0008286135746935951]
["Q1", "IN", "For", 0.004898938746752389]
["Q1", "VB", "sign", 0.0007714065312419646]
["Q1", "PRT+RP", "up", 0.3459065580797257]
["Q1", "MD", "must", 0.025882869050230312]
["Q1", "VB", "approve", 0.0010713979600582841]
["Q1", "NN", "plan", 0.003696891333248347]
["Q1", "DT", "Some", 0.0030712861684357995]
["Q1", "NNS", "institutions", 0.0016440893828875767]
["Q1", "NP+NN", "part", 0.02157920549288867]
["Q1", "VBP", "carry", 0.0018283206874485786]
["Q1", "PRT+RP", "out", 0.22288898414059152]
["Q1", "NN", "agreement", 0.0026770592413177686]
["Q1", "NN", "pressure", 0.0006009724827448052]
["Q1", "VB", "relax", 0.00021427959201165682]
["Q1", "JJ", "strict", 0.00024348216961342524]
["Q1", "NN", "participation", 0.0001912185172369835]
["Q1", "VB", "provide", 0.0061712522499357166]
["Q1", "VBN", "reached", 0.004812431147445933]
["Q1", "IN", "with", 0.04334184684486327]
["Q1", "NP+NNP", "December", 0.0025270128964796097]
["Q1", "JJ", "social", 0.0008240934971531315]
["Q1", "NN", "choice", 0.0003004862413724026]
["Q1", "VB", "_RARE_", 0.05536984657581212]
["Q1", "NP+NNS", "securities", 0.0020976200080677692]
["Q1", "NP+NNS", "companies", 0.00935861234368697]
["Q1", "VBN", "linked", 0.0012755841595639822]
["Q1", "NNP", "South", 0.0021027865598117787]
["Q1", "NNP", "Africa", 0.00063230644805529]
["Q1", "JJ", "nuclear", 0.0008240934971531315]
["Q1", "NN", "power", 0.001593487643641529]
["Q1", "NNS", "cases", 0.0024313997915943034]
["Q1", "NNP", "Northern", 0.00042643923240938164]
["Q1", "NNP", "Ireland", 7.352400558782443e-05]
["Q1", "NN", "percent", 0.00013658465516927393]
["Q1", "VBN", "invested", 0.0013915463558879806]
["Q1", "NN", "rest", 0.0008104022873376919]
["Q1", "VBG", "going", 0.017100427510687768]
["Q1", "IN", "into", 0.009577700471178828]
["Q1", "NP+NNS", "bonds", 0.0050826946349334405]
["Q1", "JJ", "short-term", 0.0013859754270302666]
["Q1", "NNS", "investments", 0.00203774458724094]
["Q1", "JJ", "high-grade", 0.00011237638597542703]
["Q1", "NNS", "bonds", 0.010489753386592566]
["Q1", "NP+NNS", "mortgages", 0.00048406615570794676]
["Q1", "JJ", "asset-backed", 0.0005056937368894216]
["Q1", "NNS", "securities", 0.00803519740650689]
["Q1", "VBG", "including", 0.03037575939398485]
["Q1", "JJ", "as", 1.8729397662571173e-05]
["Q1", "RB", "much", 0.015042643207306427]
["Q1", "JJ", "foreign", 0.005581360503446209]
["Q1", "VB", "buy", 0.014871003685608982]
["Q1", "VB", "sell", 0.01508528327762064]
["Q1", "NNS", "futures", 0.004399675813361121]
["Q1", "NNS", "contracts", 0.0030103045038786616]
["Q1", "NP+NN", "approval", 0.0035147948340689883]
["Q1", "NNP", "New", 0.014793029924270274]
["Q1", "NNP", "York", 0.011455040070583046]
["Q1", "NNP", "State", 0.0010734504815822366]
["Q1", "NNP", "Department", 0.0030291890302183663]
["Q1", "IN", "Under", 0.0014531683473512705]
["Q1", "NNS", "features", 0.0003936552043533634]
["Q1", "NP+NNS", "participants", 0.0008067769261799112]
["Q1", "JJ", "able", 0.0030903506143242433]
["Q1", "VB", "transfer", 0.0008571183680466273]
["Q1", "NP+NN", "money", 0.011198299820173287]
["Q1", "NNS", "jobs", 0.001157809424568716]
["Q1", "VP+VBN", "terminated", 0.001978891820580475]
["Q1", "VB", "receive", 0.00377132081940516]
["Q1", "NP+NN", "cash", 0.009154814451528527]
["Q1", "NNS", "choices", 0.00030103045038786614]
["Q1", "VBN", "offered", 0.004406563460311938]
["Q1", "ADVP+RB", "currently", 0.012831094770015757]
["Q1", "VBN", "limited", 0.0020293384356699718]
["Q1", "NN", "money-market", 3.6422574711806375e-05]
["Q1", "NNP", "Scientific", 0.0001029336078229542]
["Q1", "NNP", "Co.", 0.011572678479523564]
["Q1", "NN", "biotechnology", 0.00020942980459288666]
["Q1", "NN", "instrumentation", 4.5528218389757974e-05]
["Q1", "NN", "equipment", 0.0013749521953706908]
["Q1", "VBD", "adopted", 0.0006800408024481469]
["Q1", "JJ", "anti-takeover", 0.0001311057836379982]
["Q1", "VBG", "giving", 0.004425110627765694]
["Q1", "NP+NNS", "shareholders", 0.0052440500201694235]
["Q1", "NN", "right", 0.0008195079310156435]
["Q1", "VB", "purchase", 0.002485643267335219]
["Q1", "NP+NNS", "shares", 0.00790641387656313]
["Q1", "JJ", "half", 0.0002622115672759964]
["Q1", "NN", "price", 0.005754766804465408]
["Q1", "JJ", "certain", 0.0037833383278393765]
["Q1", "NNS", "conditions", 0.0016904017598703253]
["Q1", "NP+NN", "review", 0.000980872976949485]
["Q1", "NN", "time", 0.005263062045856022]
["Q1", "VB", "protect", 0.002014228164909574]
["Q1", "NN", "takeover", 0.001975924678115496]
["Q1", "NNS", "tactics", 0.0002315618849137432]
["Q1", "NNP", "W.", 0.0006617160502904199]
["Q1", "NNP", "Ed", 7.352400558782443e-05]
["Q1", "NNP", "Tyler", 7.352400558782443e-05]
["Q1", "CD", "37", 0.0014573307123974784]
["Q1", "NNS", "years", 0.023572999884219056]
["Q1", "JJ", "old", 0.0040830086904405155]
["Q1", "JJ", "senior", 0.0032401857956248126]
["Q1", "NN", "vice", 0.0023219391378776566]
["Q1", "NN", "president", 0.003651363114858589]
["Q1", "VBG", "printing", 0.00022500562514062852]
["Q1", "NN", "concern", 0.0025677915171823497]
["Q1", "VBN", "elected", 0.0035368469878819505]
["Q1", "NN", "technology", 0.001302107045947078]
["Q1", "NN", "group", 0.005217533827466264]
["Q1", "NN", "position", 0.0017027553677769482]
["Q1", "NNS", "players", 0.00101887229362047]
["Q1", "VBP", "have", 0.1656458542828412]
["Q1", "ADJP+JJ", "creative", 0.00037593984962406017]
["Q1", "VB", "work", 0.002742778777749207]
["Q1", "NN", "lot", 0.0013112126896250296]
["Q1", "IN", "because", 0.00965476242899291]
["Q1", "NN", "audience", 0.00040064832182987013]
["Q1", "NN", "appeal", 0.0003095918850503542]
["Q1", "ADJP+JJ", "limited", 0.0015037593984962407]
["Q1", "NNP", "Heinz", 2.940960223512977e-05]
["Q1", "VBN", "taken", 0.007943410448193888]
["Q1", "JJ", "hard", 0.0013859754270302666]
["Q1", "NN", "line", 0.0014204804137604487]
["Q1", "NN", "problem", 0.0018302343792682705]
["Q1", ":", ":", 0.20743876625340188]
["Q1", "NP+PRP", "He", 0.05424172944644612]
["Q1", "VP+VBZ", "commissions", 0.0008163265306122449]
["Q1", "ADVP+RB", "_RARE_", 0.052675020634801534]
["Q1", "NNS", "scores", 0.00016209331943962024]
["Q1", "VBZ", "does", 0.02215575495735017]
["Q1", "NN", "conducting", 9.105643677951594e-06]
["Q1", "IN", "so", 0.0010458408560482628]
["Q1", "VB", "play", 0.00188566040970258]
["Q1", "JJ", "same", 0.005319148936170213]
["Q1", "RB", "over", 0.0010073198576321268]
["Q1", "ADVP+RB", "again", 0.011030239363697757]
